conml,gvkey,Rating,state,year,PerCapitaIncome,GDP_per_capita,debt_at,debt_assets,debt_ebitda,cash_debt,ratio_year
Pioneer Energy Services Corp,9835,B+,Texas,2014,46310,0.0581535170923753,0.418,0.595,2.165,0.245,2014
Edison International,9846,BBB+,California,2014,52363,0.062157147975235,0.24,0.746,2.778,0.092,2014
American States Water Co,9849,A+,California,2014,52363,0.062157147975235,0.253,0.624,2.122,0.166,2014
Southern Co (The),9850,A,Georgia,2014,39802,0.0482039435088611,0.367,0.689,3.61,0.137,2014
Southwest Airlines Co.,9882,BBB,Texas,2014,46310,0.0581535170923753,0.138,0.635,0.927,0.206,2014
Southwest Gas Holdings Inc,9890,BBB+,Nevada,2014,41505,0.0477417175013877,0.305,0.684,2.695,0.11,2014
AT&T Inc,9899,A-,Texas,2014,46310,0.0581535170923753,0.275,0.678,1.61,0.187,2014
Southwestern Energy Co,9904,BBB,Texas,2014,46310,0.0581535170923753,0.215,0.544,0.802,0.431,2014
CalAtlantic Group Inc,10002,B+,California,2014,52363,0.062157147975235,0.515,0.582,5.254,-0.07,2014
Stanley Black & Decker Inc,10016,A,Connecticut,2014,66490,0.0692105269014757,0.259,0.582,2.203,0.09,2014
State Street Corporation,10035,A+,Massachusetts,2014,59963,0.0699512435756919,0.084,0.92,3.913,-0.009,2014
Stryker Corp,10115,A+,Michigan,2014,41150,0.0451741154547381,0.205,0.464,1.933,0.282,2014
SunTrust Banks Inc.,10187,BBB+,Georgia,2014,39802,0.0482039435088611,0.118,0.879,5.098,0.027,2014
SilverBow Resources Inc,10221,B,Texas,2014,46310,0.0581535170923753,0.42,0.603,3.374,0.191,2014
TECO Energy Inc.,10277,BBB+,Florida,2014,43140,0.0423455693215595,0.411,0.691,4.063,0.129,2014
Allegheny Technologies Inc,10405,BBB-,Pennsylvania,2014,48434,0.0540472539262997,0.259,0.555,7.441,0.094,2014
Teleflex Inc,10407,BB,Pennsylvania,2014,48434,0.0540472539262997,0.284,0.528,2.888,0.099,2014
Telephone and Data Systems Inc.,10411,BB,Illinois,2014,49461,0.05946068657882,0.197,0.473,3.54,0.117,2014
Tenneco Inc,10443,BB+,Illinois,2014,49461,0.05946068657882,0.303,0.857,1.608,0.151,2014
Andeavor,10466,BB+,Texas,2014,46310,0.0581535170923753,0.211,0.596,1.487,0.109,2014
Texas Instruments Inc,10499,A+,Texas,2014,46310,0.0581535170923753,0.273,0.424,1.042,0.416,2014
Textron Inc,10519,BBB-,Rhode Island,2014,48169,0.0514213929632099,0.275,0.69,2.763,0.095,2014
Thermo Fisher Scientific Inc,10530,BBB,Massachusetts,2014,59963,0.0699512435756919,0.351,0.525,3.929,0.134,2014
Six Flags Entertainment Corp,10567,BB,Texas,2014,46310,0.0581535170923753,0.527,0.709,3.765,0.205,2014
Timken Co (The),10581,BBB-,Ohio,2014,42755,0.0510981237125841,0.13,0.429,0.985,0.235,2014
Globe Life Inc,10614,A,Texas,2014,46310,0.0581535170923753,0.065,0.779,1.421,0.078,2014
Total System Services Inc.,10631,BBB+,Georgia,2014,39802,0.0482039435088611,0.398,0.551,2.194,0.221,2014
Trinity Industries Inc.,10735,BBB-,Texas,2014,46310,0.0581535170923753,0.38,0.612,2.266,0.145,2014
United Airlines Holdings Inc,10795,B,Illinois,2014,49461,0.05946068657882,0.325,0.915,2.998,0.043,2014
USG Corp,10816,B+,Illinois,2014,49461,0.05946068657882,0.559,0.822,4.635,0.023,2014
Ameren Corp,10860,BBB+,Missouri,2014,41775,0.046933242979676,0.308,0.685,3.255,0.118,2014
Union Pacific Corp,10867,A,Nebraska,2014,48953,0.0592697043240617,0.206,0.582,1.029,0.239,2014
Unit Corp,10877,BB-,Oklahoma,2014,45542,0.0499064124550982,0.158,0.462,0.868,0.365,2014
Unitedhealth Group Inc,10903,A+,Minnesota,2014,50258,0.0591974909921504,0.201,0.599,1.488,0.144,2014
UIL Holdings Corp,10905,BBB,Connecticut,2014,66490,0.0692105269014757,0.343,0.73,4.177,0.086,2014
UMB Financial Corp,10916,A-,Missouri,2014,41775,0.046933242979676,0.107,0.903,4.348,0.019,2014
United Parcel Service Inc,10920,A+,Georgia,2014,39802,0.0482039435088611,0.327,0.834,1.293,0.246,2014
Raytheon Technologies Corp,10983,A,Massachusetts,2014,59963,0.0699512435756919,0.22,0.623,1.928,0.12,2014
Scientific Games Corp,10991,B+,Nevada,2014,41505,0.0477417175013877,0.767,0.941,8.408,0.044,2014
Unitil Corp,10999,BBB+,New Hampshire,2014,52669,0.0542279881890679,0.371,0.706,3.327,0.147,2014
Universal Health Services Inc.,11032,BB,Pennsylvania,2014,48434,0.0540472539262997,0.383,0.565,2.371,0.184,2014
V.F. Corp,11060,A,Colorado,2014,50711,0.0571374073124975,0.175,0.435,0.895,0.355,2014
Valmont Industries Inc,11094,BBB+,Nebraska,2014,48953,0.0592697043240617,0.199,0.461,1.176,0.322,2014
Vishay Intertechnology Inc.,11191,BB+,Pennsylvania,2014,48434,0.0540472539262997,0.118,0.423,0.953,0.215,2014
Vulcan Materials Co,11228,BB+,Alabama,2014,37271,0.0402820728411072,0.266,0.494,3.822,0.083,2014
Graham Holdings Co,11300,BBB,Virginia,2014,50761,0.0558915643413489,0.08,0.443,1.52,0.131,2014
Avista Corp,11304,BBB,Washington,2014,51502,0.062785494117005,0.351,0.675,4.02,0.08,2014
Wausau Paper Corp,11315,B-,Wisconsin,2014,44943,0.0510884852278309,0.332,0.658,3.798,-0.005,2014
Westmoreland Coal Co,11440,B,Colorado,2014,50711,0.0571374073124975,0.506,1.167,5.304,0.071,2014
MeadWestvaco Corp,11446,BBB,Virginia,2014,50761,0.0558915643413489,0.192,0.618,2.006,0.071,2014
Weyerhaeuser Co,11456,BBB-,Washington,2014,51502,0.062785494117005,0.372,0.541,3.368,0.131,2014
Whirlpool Corp,11465,BBB,Michigan,2014,41150,0.0451741154547381,0.185,0.668,1.461,0.12,2014
Williams Cos Inc. (The),11506,BB+,Oklahoma,2014,45542,0.0499064124550982,0.44,0.642,6.734,0.122,2014
WEC Energy Group Inc,11550,A-,Wisconsin,2014,44943,0.0510884852278309,0.348,0.704,3.427,0.117,2014
Alliant Energy Corp,11554,A-,Wisconsin,2014,44943,0.0510884852278309,0.32,0.686,3.837,0.096,2014
Integrys Holding Inc,11555,A-,Wisconsin,2014,44943,0.0510884852278309,0.294,0.706,4.098,0.07,2014
Wolverine World Wide Inc.,11566,BB,Michigan,2014,41150,0.0451741154547381,0.425,0.665,3.652,0.114,2014
Xerox Holdings Corp,11636,BBB,Connecticut,2014,66490,0.0692105269014757,0.275,0.558,2.519,0.146,2014
Key Energy Services Inc.,11644,B+,Texas,2014,46310,0.0581535170923753,0.301,0.521,4.759,0.171,2014
Yellow Corp,11649,CCC+,Kansas,2014,46881,0.051351140761427,0.573,1.198,7.12,0.005,2014
York Water Co (The),11657,A-,Pennsylvania,2014,48434,0.0540472539262997,0.301,0.635,3.049,0.103,2014
Zions Bancorporation NA,11687,BBB-,Utah,2014,38524,0.0481899322375896,0.038,0.878,2.139,0.018,2014
Stifel Financial Corp.,11770,BBB-,Missouri,2014,41775,0.046933242979676,0.168,0.77,3.84,0.101,2014
Associated Banc-Corp,11842,BBB,Wisconsin,2014,44943,0.0510884852278309,0.176,0.885,9.191,0.023,2014
Truist Financial Corp,11856,A-,North Carolina,2014,40069,0.0479478121516937,0.14,0.873,5.136,0.033,2014
Valley National Bancorp,11861,BBB+,New York,2014,56758,0.0725520607067847,0.196,0.905,11.173,0.02,2014
First Midwest Bancorp Inc,11896,BBB-,Illinois,2014,49461,0.05946068657882,0.043,0.879,1.82,0.018,2014
Anadarko Petroleum Corp,11923,BBB,Texas,2014,46310,0.0581535170923753,0.237,0.621,1.511,0.277,2014
EMC Corp,12053,A,Massachusetts,2014,59963,0.0699512435756919,0.132,0.465,0.97,0.314,2014
Morgan Stanley,12124,A-,New York,2014,56758,0.0725520607067847,0.459,0.914,35.251,0.047,2014
DIRECTV,12206,BBB,California,2014,52363,0.062157147975235,0.898,1.273,2.355,0.228,2014
AMAG Pharmaceuticals Inc,12250,B,Massachusetts,2014,59963,0.0699512435756919,0.305,0.533,-32.605,-0.073,2014
Harley-Davidson Inc.,12389,A-,Wisconsin,2014,44943,0.0510884852278309,0.539,0.673,3.228,0.153,2014
Engility Holdings Inc,12413,B+,Virginia,2014,50761,0.0558915643413489,0.286,0.58,2.512,0.31,2014
Portland General Electric Co,12428,BBB,Oregon,2014,42493,0.0476320660549792,0.327,0.706,3.551,0.127,2014
NVR Inc.,12459,BBB,Virginia,2014,50761,0.0558915643413489,0.246,0.507,1.22,0.221,2014
Altice usa inc,12485,BB-,New York,2014,56758,0.0725520607067847,1.482,1.784,5.419,0.115,2014
Encompass Health Corp,12589,BB-,Alabama,2014,37271,0.0402820728411072,0.607,0.758,2.731,0.24,2014
CNO Financial Group Inc,12603,BB+,Indiana,2014,41098,0.0492911506899675,0.105,0.858,4.36,0.024,2014
M/I Homes Inc,12615,B,Ohio,2014,42755,0.0510981237125841,0.399,0.545,5.362,-0.12,2014
Fiserv Inc.,12635,BBB,Wisconsin,2014,44943,0.0510884852278309,0.407,0.631,2.384,0.173,2014
Carmike Cinemas Inc,12669,B+,Georgia,2014,39802,0.0482039435088611,0.53,0.701,4.321,0.118,2014
Unum Group,12726,BBB,Tennessee,2014,40799,0.0464422020163508,0.047,0.852,1.823,0.02,2014
Pilgrim's Pride Corp,12785,BB,Colorado,2014,50711,0.0571374073124975,0.203,0.468,0.561,0.523,2014
CoreLogic Inc,12796,BB,California,2014,52363,0.062157147975235,0.375,0.699,5.084,0.182,2014
Axiall Corp,12895,BB,Georgia,2014,39802,0.0482039435088611,0.247,0.533,2.848,0.103,2014
Markel Corp,12909,BBB,Virginia,2014,50761,0.0558915643413489,0.091,0.715,3.48,0.043,2014
Kraft Foods Group Inc,12978,BBB,Illinois,2014,49461,0.05946068657882,0.432,0.768,2.226,0.114,2014
Synovus Financial Corp.,13041,BB-,Georgia,2014,39802,0.0482039435088611,0.086,0.886,4.119,0.026,2014
Progressive Corp (The),13341,A+,Ohio,2014,42755,0.0510981237125841,0.081,0.737,1.01,0.104,2014
RLI Corp,13342,BBB+,Illinois,2014,49461,0.05946068657882,0.053,0.688,0.847,0.071,2014
Cadence Design Systems Inc,13421,BBB-,California,2014,52363,0.062157147975235,0.136,0.529,1.028,0.289,2014
Level 3 Communications Inc,13440,BB-,Colorado,2014,50711,0.0571374073124975,0.653,0.88,4.834,0.062,2014
WhiteWave Foods Co (The),13540,BB,Colorado,2014,50711,0.0571374073124975,0.41,0.653,3.356,0.14,2014
Celgene Corp,13599,BBB+,New Jersey,2014,58670,0.0615335057433986,0.406,0.644,2.169,0.286,2014
Alliance HealthCare Services Inc,13657,B+,California,2014,52363,0.062157147975235,1.085,1.28,3.898,0.138,2014
DENTSPLY SIRONA Inc,13700,BBB+,North Carolina,2014,40069,0.0479478121516937,0.278,0.494,2.396,0.167,2014
ViacomCBS Inc,13714,BBB,New York,2014,56758,0.0725520607067847,0.27,0.656,2.103,0.114,2014
Zoetis Inc,13721,BBB-,New Jersey,2014,58670,0.0615335057433986,0.562,0.818,2.639,0.122,2014
Vector Group Ltd,13963,B,Florida,2014,43140,0.0423455693215595,0.578,1.012,3.412,0.041,2014
Schwab (Charles) Corp,13988,A,California,2014,52363,0.062157147975235,0.013,0.924,0.81,0.012,2014
Clean Harbors Inc,14027,BB+,Massachusetts,2014,59963,0.0699512435756919,0.361,0.63,2.62,0.168,2014
McClatchy Co (The),14163,B-,California,2014,52363,0.062157147975235,0.579,0.895,6.46,0.066,2014
BancorpSouth Bank,14219,BBB-,Mississippi,2014,34547,0.0346165884403378,0.041,0.88,1.679,0.018,2014
First Republic Bank,14275,A-,California,2014,52363,0.062157147975235,0.126,0.9,5.681,0.015,2014
Amphenol Corp,14282,BBB+,Connecticut,2014,66490,0.0692105269014757,0.362,0.543,2.013,0.234,2014
Akorn Inc,14304,B+,Illinois,2014,49461,0.05946068657882,0.524,0.714,4.357,0.334,2014
Altera Corp,14324,A-,California,2014,52363,0.062157147975235,0.254,0.417,2.531,0.236,2014
Pioneer Natural Resources Co,14359,BBB-,Texas,2014,46310,0.0581535170923753,0.21,0.463,3.875,0.378,2014
United States Cellular Corp,14369,BB,Illinois,2014,49461,0.05946068657882,0.139,0.464,4.29,0.096,2014
ManpowerGroup Inc,14370,BBB,Wisconsin,2014,44943,0.0510884852278309,0.07,0.593,0.638,0.091,2014
Sotheby's,14412,BB,New York,2014,56758,0.0725520607067847,0.289,0.656,2.571,0.135,2014
MGM Resorts International,14418,B+,Nevada,2014,41505,0.0477417175013877,0.511,0.692,6.101,0.072,2014
Waste Management Inc.,14477,A-,Texas,2014,46310,0.0581535170923753,0.452,0.733,2.803,0.148,2014
Scripps (E.W.) Co (The),14535,BB-,Ohio,2014,42755,0.0510981237125841,0.207,0.441,3.461,0.08,2014
Freeport-McMoRan Inc,14590,BBB,Arizona,2014,38246,0.0423230194046042,0.32,0.588,2.218,0.164,2014
The ODP Corporation,14624,B-,Florida,2014,43140,0.0423455693215595,0.221,0.726,3.216,-0.02,2014
Meritage Homes Corp,14790,BB-,Arizona,2014,38246,0.0423230194046042,0.429,0.546,4.434,-0.074,2014
Arch Coal Inc,14793,B,Missouri,2014,41775,0.046933242979676,0.587,0.762,32.925,0.008,2014
Berkley (W.R.) Corp,14822,BBB+,Connecticut,2014,66490,0.0692105269014757,0.108,0.785,2.229,0.051,2014
Cincinnati Financial Corp,14824,BBB,Ohio,2014,42755,0.0510981237125841,0.05,0.655,1.189,0.069,2014
Old Republic International Corp,14828,BBB+,Illinois,2014,49461,0.05946068657882,0.034,0.77,0.792,0.054,2014
Devon Energy Corp,14934,BBB+,Oklahoma,2014,45542,0.0499064124550982,0.263,0.502,1.848,0.243,2014
Laboratory Corp of America Holdings,14960,BBB+,North Carolina,2014,40069,0.0479478121516937,0.425,0.63,2.554,0.184,2014
Valero Energy Corp,15247,BBB,Texas,2014,46310,0.0581535170923753,0.136,0.567,0.877,0.204,2014
TriMas Corp,15252,BB-,Michigan,2014,41150,0.0451741154547381,0.264,0.567,2.634,0.121,2014
IDEX Corp,15267,BBB,Illinois,2014,49461,0.05946068657882,0.271,0.456,1.539,0.305,2014
Walter Energy Inc,15274,CCC+,Alabama,2014,37271,0.0402820728411072,0.528,0.891,32.236,-0.006,2014
TCF Financial Corp,15363,BBB-,Michigan,2014,41150,0.0451741154547381,0.072,0.891,2.257,0.025,2014
Brown & Brown Inc,15417,BBB-,Florida,2014,43140,0.0423455693215595,0.194,0.521,1.646,0.237,2014
Allergan Inc.,15708,A+,California,2014,52363,0.062157147975235,0.196,0.385,0.825,0.413,2014
AbbVie Inc,16101,A,Illinois,2014,49461,0.05946068657882,0.509,0.835,2.086,0.254,2014
People's United Financial Inc,16245,BBB+,Connecticut,2014,66490,0.0692105269014757,0.144,0.863,7.736,0.013,2014
Hanger Inc,16456,BB-,Texas,2014,46310,0.0581535170923753,0.392,0.556,5.784,0.125,2014
Lear Corp,16477,BB+,Michigan,2014,41150,0.0451741154547381,0.122,0.635,0.838,0.158,2014
EOG Resources Inc.,16478,A-,Texas,2014,46310,0.0581535170923753,0.181,0.495,0.663,0.484,2014
Boise Cascade Co,16486,BB-,Idaho,2014,37905,0.0391140522539225,0.256,0.592,1.615,0.051,2014
Taylor Morrison Home Corp,16653,BB-,Arizona,2014,38246,0.0423230194046042,0.444,0.573,5.46,-0.08,2014
National Western Life Group Inc,17073,A,Texas,2014,46310,0.0581535170923753,0.0,0.864,0.0,0.027,2014
Navigators Group Inc (The),17074,BBB,Connecticut,2014,66490,0.0692105269014757,0.061,0.781,1.629,0.042,2014
Selective Insurance Group Inc,17115,BBB-,New Jersey,2014,58670,0.0615335057433986,0.061,0.812,1.853,0.066,2014
SVB Financial Group,17120,BBB,California,2014,52363,0.062157147975235,0.015,0.886,0.496,0.007,2014
Webster Financial Corp,17150,BBB-,Connecticut,2014,66490,0.0692105269014757,0.175,0.894,9.295,0.026,2014
Susquehanna Bancshares Inc,17233,BBB,Pennsylvania,2014,48434,0.0540472539262997,0.116,0.851,5.666,0.023,2014
Kindred Healthcare Inc,17239,B+,Kentucky,2014,37585,0.0422302359872316,0.393,0.697,4.448,0.071,2014
RCS Capital Corp,17419,B,New York,2014,56758,0.0725520607067847,0.0,0.649,0.0,2.303,2014
Hemisphere Media Group Inc,17687,B,Florida,2014,43140,0.0423455693215595,0.398,0.47,4.852,0.034,2014
CST Brands Inc,17699,BB,Texas,2014,46310,0.0581535170923753,0.436,0.725,2.819,0.263,2014
Sprouts Farmers Market Inc,17934,BB-,Arizona,2014,38246,0.0423230194046042,0.332,0.537,1.71,0.244,2014
Century Communities Inc,18004,B,Colorado,2014,50711,0.0571374073124975,0.003,0.353,0.054,-1.643,2014
CommScope Holding Co Inc,18036,BB-,North Carolina,2014,40069,0.0479478121516937,0.532,0.757,2.888,0.065,2014
Jones Energy Inc,18109,B,Texas,2014,46310,0.0581535170923753,0.444,0.601,2.489,0.19,2014
SAExploration Holdings Inc,18235,B-,Texas,2014,46310,0.0581535170923753,0.613,0.96,2.439,0.022,2014
KCG Holdings Inc,18246,BB-,New York,2014,56758,0.0725520607067847,0.491,0.791,17.131,0.026,2014
Stonegate Mortgage Corp,18287,B,Indiana,2014,41098,0.0492911506899675,0.678,0.776,49.164,-0.767,2014
Clearway Energy Inc,18293,BB+,New Jersey,2014,58670,0.0615335057433986,0.615,0.662,5.454,0.108,2014
Envision Healthcare Holdings Inc,18432,BB-,Colorado,2014,50711,0.0571374073124975,0.447,0.627,3.87,0.02,2014
SFX Entertainment Inc,18438,B-,California,2014,52363,0.062157147975235,0.311,0.556,-2.674,-0.164,2014
Antero Resources Corporation,18465,BB,Colorado,2014,50711,0.0571374073124975,0.39,0.537,5.074,0.177,2014
Murphy USA Inc,18498,BB,Arkansas,2014,38264,0.0391427219592154,0.276,0.634,1.436,0.291,2014
Gaming and Leisure Properties Inc,18792,BB+,Pennsylvania,2014,48434,0.0540472539262997,0.959,1.007,9.814,0.033,2014
Surgical Care Affiliates Inc,18841,B,Illinois,2014,49461,0.05946068657882,0.461,0.678,3.408,0.168,2014
Twitter Inc,18872,BB-,California,2014,52363,0.062157147975235,0.134,0.209,-0.686,0.003,2014
RSP Permian Inc,19171,B+,Texas,2014,46310,0.0581535170923753,0.147,0.368,1.354,0.365,2014
Rice Energy Inc,19377,B-,Pennsylvania,2014,48434,0.0540472539262997,0.31,0.498,7.265,0.058,2014
Continental Building Products Inc,19442,B,Virginia,2014,50761,0.0558915643413489,0.604,0.659,3.984,0.104,2014
Outfront Media Inc,19507,BB-,New York,2014,56758,0.0725520607067847,0.345,0.497,3.038,0.463,2014
ONE Gas Inc,19517,A-,Oklahoma,2014,45542,0.0499064124550982,0.303,0.608,3.537,0.059,2014
Gannett Co Inc,19574,B,Virginia,2014,50761,0.0558915643413489,0.276,0.421,2.78,0.035,2014
Tribune Publishing Co,19578,B+,Illinois,2014,49461,0.05946068657882,0.652,0.719,2.439,0.51,2014
Time Inc,19580,BB,New York,2014,56758,0.0725520607067847,0.124,0.406,1.345,0.256,2014
Smart & Final Stores Inc,19843,B+,California,2014,52363,0.062157147975235,0.405,0.75,4.158,0.085,2014
Memorial Resource Development Corp,20168,B,Texas,2014,46310,0.0581535170923753,0.588,0.7,5.473,0.141,2014
Iconix Brand Group Inc,20204,B+,New York,2014,56758,0.0725520607067847,0.497,0.626,6.267,0.132,2014
Caesars Entertainment Corp,20423,CCC-,Nevada,2014,41505,0.0477417175013877,0.891,1.104,15.104,-0.004,2014
Rayonier Advanced Materials Inc,20502,BB+,Florida,2014,43140,0.0423455693215595,0.402,0.6,1.601,1.698,2014
Synchrony Financial,20686,BBB-,Connecticut,2014,66490,0.0692105269014757,0.382,0.889,6.483,0.107,2014
TerraForm Power Inc,20739,BB-,New York,2014,56758,0.0725520607067847,0.668,0.735,14.841,-0.013,2014
B/E Aerospace Inc,21487,BB+,Florida,2014,43140,0.0423455693215595,0.361,0.564,3.601,0.123,2014
Kemper Corp,21503,BBB-,Illinois,2014,49461,0.05946068657882,0.081,0.732,1.477,0.022,2014
Citizens Financial Group Inc,21825,BBB+,Rhode Island,2014,48169,0.0514213929632099,0.101,0.848,6.328,0.026,2014
Trimble Inc,22815,BBB-,California,2014,52363,0.062157147975235,0.18,0.38,1.338,0.283,2014
Comstock Resources Inc.,23002,B,Texas,2014,46310,0.0581535170923753,0.413,0.581,2.397,0.22,2014
Benchmark Electronics Inc,23084,BB,Arizona,2014,38246,0.0423230194046042,0.006,0.253,0.065,0.23,2014
Covanta Holding Corp,23485,BB-,New Jersey,2014,58670,0.0615335057433986,0.532,0.804,5.082,0.091,2014
Community Health Systems Inc,23714,B+,Tennessee,2014,40799,0.0464422020163508,0.613,0.826,6.185,0.08,2014
ION Geophysical Corp,23810,B-,Texas,2014,46310,0.0581535170923753,0.247,0.626,1.096,0.244,2014
United States Steel Corp,23978,BB-,Pennsylvania,2014,48434,0.0540472539262997,0.289,0.726,3.017,0.042,2014
FirstCash Inc,24157,BB,Texas,2014,46310,0.0581535170923753,0.294,0.372,1.409,0.436,2014
AES Corp (The),24216,BB-,Virginia,2014,50761,0.0558915643413489,0.534,0.808,5.214,0.083,2014
Hancock Whitney Corp,24232,BBB+,Mississippi,2014,34547,0.0346165884403378,0.066,0.872,2.722,0.029,2014
State Auto Financial Corp,24233,BB+,Ohio,2014,42755,0.0510981237125841,0.04,0.678,1.249,0.042,2014
Kaiser Aluminum Corp,24293,BB,California,2014,52363,0.062157147975235,0.22,0.388,2.173,0.163,2014
MGIC Investment Corp,24379,B+,Wisconsin,2014,44943,0.0510884852278309,0.239,0.839,4.3,-0.2,2014
Zebra Technologies Corp.,24405,BB-,Illinois,2014,49461,0.05946068657882,0.0,0.145,0.0,1.209,2014
ProAssurance Corp,24440,BBB+,Alabama,2014,37271,0.0402820728411072,0.047,0.557,0.749,0.014,2014
BOK Financial Corp,24447,A-,Oklahoma,2014,45542,0.0499064124550982,0.132,0.886,4.966,0.031,2014
Biogen Inc,24468,A-,Massachusetts,2014,59963,0.0699512435756919,0.047,0.255,0.144,0.723,2014
William Lyon Homes,24544,B-,California,2014,52363,0.062157147975235,0.546,0.631,8.449,-0.312,2014
Horace Mann Educators Corp,24678,BBB,Illinois,2014,49461,0.05946068657882,0.032,0.868,1.551,0.027,2014
Wabash National Corp,24720,BB-,Indiana,2014,41098,0.0492911506899675,0.38,0.634,2.357,0.214,2014
Enbridge Energy Partners LP,24810,BBB+,Texas,2014,46310,0.0581535170923753,0.373,0.495,4.361,0.168,2014
Gilead Sciences Inc,24856,A-,California,2014,52363,0.062157147975235,0.32,0.495,0.682,0.29,2014
Roper Technologies Inc,24925,BBB,Florida,2014,43140,0.0423455693215595,0.283,0.464,2.011,0.202,2014
Time Warner Inc,25056,BBB,New York,2014,56758,0.0725520607067847,0.324,0.579,2.99,0.098,2014
Mohawk Industries Inc.,25119,BBB,Georgia,2014,39802,0.0482039435088611,0.277,0.476,2.118,0.131,2014
AGCO Corp,25180,BBB-,Georgia,2014,39802,0.0482039435088611,0.155,0.527,1.28,0.181,2014
Boston Scientific Corp,25279,BBB-,Massachusetts,2014,59963,0.0699512435756919,0.257,0.602,2.482,0.108,2014
Credit Acceptance Corp,25339,BB,Michigan,2014,41150,0.0451741154547381,0.538,0.721,2.815,0.193,2014
Express Scripts Holding Co,25356,BBB+,Missouri,2014,41775,0.046933242979676,0.273,0.606,2.22,0.15,2014
General Cable Corp.,25405,BB-,Kentucky,2014,37585,0.0422302359872316,0.344,0.756,10.373,0.012,2014
Dynegy Inc.,25495,B+,Texas,2014,46310,0.0581535170923753,0.384,0.594,16.562,0.057,2014
Superior Energy Services Inc.,25509,BBB-,Texas,2014,46310,0.0581535170923753,0.225,0.442,1.446,0.272,2014
Kennedy-Wilson Holdings Inc,25632,BB-,California,2014,52363,0.062157147975235,0.198,0.482,16.349,0.032,2014
ASGN Inc,25749,BB,Virginia,2014,50761,0.0558915643413489,0.311,0.48,2.264,0.178,2014
Minerals Technologies Inc.,25870,BB-,New York,2014,56758,0.0725520607067847,0.361,0.6,3.093,0.393,2014
Petroquest Energy Inc,25874,B,Louisiana,2014,42686,0.051187862738541,0.602,0.838,2.827,0.105,2014
HCC Insurance Holdings Inc.,25877,A,Texas,2014,46310,0.0581535170923753,0.067,0.642,1.023,0.039,2014
Radian Group Inc,25895,B-,Pennsylvania,2014,48434,0.0540472539262997,0.201,0.765,2.194,-0.142,2014
Chart Industries Inc,25964,BB-,Georgia,2014,39802,0.0482039435088611,0.183,0.429,1.507,0.093,2014
SM Energy Co,26013,BB,Colorado,2014,50711,0.0571374073124975,0.339,0.652,1.162,0.432,2014
